BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year,QueryType_raw,mismatch_score,is_mismatch
KARUNAGAPPALLY,Plantation Crops,2024-11-06 16:57:37.183,Coconut,KOLLAM,2958528,Apply coconut Microfood 100g per palm,Asked about management of micronutrient deficiency in Coconut,Nursery Management,,HORTICULTURE,KERALA,6,11,2024,Nursery Management,0.9526271948752925,True
KOTTARAKKARA,Others,2024-11-07 18:04:36.660,Others,KOLLAM,2965061,Agricultural lime has calcium and little magnesium; dolomite has calcium and magnesium; and magnesite has magnesium and little calcium.,Asked about the application of Lime.,Nutrient Management,,AGRICULTURE,KERALA,7,11,2024,Nutrient Management,0.9484744702096624,True
KOZHIKODE,Plantation Crops,2024-11-03 07:33:27.153,Rubber,KOZHIKODE,2938280,Apply NPK and organic manures in two week gap,Asked about application of fertilizers,Nutrient Management,,HORTICULTURE,KERALA,3,11,2024,Nutrient Management,1.0,True
PERAMBRA,Others,2024-11-12 13:02:45.920,Others,KOZHIKODE,2999992,Suggested that label colour of paraquat dichloride herbicide is yellow. you can use in uncultivated area.,Asked about label colour of paraquat dichloride herbicide,Weed Management,,AGRICULTURE,KERALA,12,11,2024,Weed Management,0.12782326346096773,False
KOZHIKODE,Fruits,2024-11-26 17:47:23.160,Papaya,KOZHIKODE,3098158,Incomplete call,Asked about yellowing in papaya,Nutrient Management,,HORTICULTURE,KERALA,26,11,2024,Nutrient Management,1.0,True
KONNI,Plantation Crops,2024-11-14 14:48:37.620,Coconut,PATHANAMTHITTA,3017731,"Apply coconut micromix 100g, 2 times a year",Asked about management of micronutrient deficiency in coconut,Nutrient Management,,HORTICULTURE,KERALA,14,11,2024,Nutrient Management,0.9478636391240874,True
NEMMARA,Cereals,2024-11-10 09:33:40.780,Paddy (Dhan),PALAKKAD,2985094,Suggested that there is no variety named kujra in paddy,Asked about paddy variety information,Seeds,,AGRICULTURE,KERALA,10,11,2024,Seeds,0.2615440156476352,False
KOLLENGODE,Cereals,2024-11-10 16:54:06.033,Paddy (Dhan),PALAKKAD,2989645,Suggested to apply 50kg Urea per Acre.,Asked about the easy decaying of straw in the paddy field.,Cultural Practices,,AGRICULTURE,KERALA,10,11,2024,Cultural Practices,1.0,True
MANNARKAD,Others,2024-11-12 13:21:32.187,Others,PALAKKAD,3000010,Suggested that continuous use of herbicide result in change in natural constituents of soil,Asked about application of herbicide,Plant Protection,,AGRICULTURE,KERALA,12,11,2024,Plant Protection,0.6889949376298024,True
MANNARKAD,Fruits,2024-11-15 10:39:07.080,Papaya,PALAKKAD,3021674,Remove and destroy the affected plants. Spray Malathion 50 EC (2 ml / litre of water) or Dimethoate 30 EC (2 ml / litre of water) to control the aphid vector.,Asked about the management of Papaya mosaic.,Plant Protection,,HORTICULTURE,KERALA,15,11,2024,Plant Protection,1.0,True
MANNARKAD,Plantation Crops,2024-11-15 10:40:54.930,Arecanut,PALAKKAD,3021673,"The first split has to be applied in September-October. The urea, rock phosphate, Muriate of Potash needed at this time is 110 gram, 110 gram, 120 gram respectively per plant.
The second dose has to apply in March-April and the dosage is 110 gram urea, 110 gram rock phosphate, 120 gram Muriate of Potash respectively.",Asked about the fertilizer requirement in Arecanut.,Nutrient Management,,HORTICULTURE,KERALA,15,11,2024,Nutrient Management,1.0,True
MANNARKAD,Vegetables,2024-11-25 20:36:30.623,Snake Gourd,PALAKKAD,3090607,There's no IIHR snake gourd varieties,Asked about snake gourd varieties from IIHR,Seeds and Planting Material,,HORTICULTURE,KERALA,25,11,2024,Seeds and Planting Material,0.005469570800483714,False
ATTAPPADI,Condiments and Spices,2024-11-30 13:03:27.267,Cardamom,PALAKKAD,3129412,Suggested Weather forecast siruvani estate- There is only 15 % chances for rainfall today and in the next three days but partly cloudy weather will remain for today and tomorrow. Today's expected maximum temperature is  37°C and minimum temperature of 22°C and wind speed is likely to run at  13 kilometres per hour. Schedule the insecticide spraying as per the weather forecast,Farmer asked query on Weather,Plant Protection,,HORTICULTURE,KERALA,30,11,2024,Plant Protection,0.924324915975604,True
ETTUMANOOR,Others,2024-11-05 11:39:58.800,Others,KOTTAYAM,2951576,"For preparing 10 L 1% Bordeaux mixture, dissolve 100g of copper sulphate in 5 L water and 100g lime in another 5 L water. Pour copper sulphate solution to lime solution with constant stirr. Dip a polished knife to test the product, if reddish colour appear, add more lime. This is used by many organic farmers, for more details, contact indocert- 8590136602",Asked about preparation of bordeaux miture,Plant Protection,,AGRICULTURE,KERALA,5,11,2024,Plant Protection,0.9424131278462797,True
ETTUMANOOR,Plantation Crops,2024-11-07 21:01:46.350,Rubber,KOTTAYAM,2965033,"Suggested Weather forecast Athirampuzha, Kerala- There is no chances for rainfall today.but partly cloudy weather will remain for today and tomorrow. Today's expected maximum temperature is  33°C and minimum temperature of 24°C and wind speed is likely to run at  3 kilometres per hour.",Farmer asked query on Weather,Cultural Practices,,HORTICULTURE,KERALA,7,11,2024,Cultural Practices,0.9429319970489957,True
LALAM,Others,2024-11-07 21:52:35.077,Others,KOTTAYAM,2965062,Recommended to apply bordeaux paste on the cut and apply nitrogen fertilizer,Asked about growing new branches from pruned tree,Cultural Practices,,AGRICULTURE,KERALA,7,11,2024,Cultural Practices,1.0,True
VAIKOM,Condiments and Spices,2024-11-08 12:47:37.950,Nutmeg,KOTTAYAM,2972317,Suggested to spray pseudomonas 20 gram per liter of water,Asked about management of abnormal leaf fall in rubber,Plant Protection,,HORTICULTURE,KERALA,8,11,2024,Plant Protection,1.0,True
KANJIRAPPALLY,Others,2024-11-09 10:00:43.830,Others,KOTTAYAM,2977912,Suggested to use Green label herbcide.,Asked about the application of Herbicide.,Weed Management,,AGRICULTURE,KERALA,9,11,2024,Weed Management,1.0,True
VAIKOM,Vegetables,2024-11-09 15:06:26.263,Cowpea (Vegetable),KOTTAYAM,2981272,Suggested to spray azadirachtin 5 ml per liter of water.,Asked about management of aphid in cowpea,Plant Protection,,HORTICULTURE,KERALA,9,11,2024,Plant Protection,1.0,True
ETTUMANOOR,Plantation Crops,2024-11-11 15:50:33.870,Coconut,KOTTAYAM,2996811,"Recommended to provide field sanitation to prevent breeding of beetles. Hook out the beetle from the attacked palms using a beetle hook. As a prophylactic measure, application of 250 gram neem cake mixed with equal volume of sand in the innermost 2-3 leaf axils. This treatment is to be done twice, ie, during April-May before the onset of south-west monsoon and during September-October after the south-west monsoon.",Asked about management of Rhinocerous beetle in coconut.,Plant Protection,,HORTICULTURE,KERALA,11,11,2024,Plant Protection,0.9406333970952955,True
VAIKOM,Fruits,2024-11-17 19:45:43.307,Banana,KOTTAYAM,3039344,Apply 200g urea every 2 month,Asked about fertilizer requirement in banana for leaf only production purpose,Nutrient Management,,HORTICULTURE,KERALA,17,11,2024,Nutrient Management,1.0,True
VAIKOM,Fruits,2024-11-17 21:57:32.473,Banana,KOTTAYAM,3039343,"The first split has to be applied in 2 months after planting. The urea, rock phosphate, Muriate of Potash needed at this time is 206 gram, 319 gram, 251 gram respectively per plant.

The second dose has to apply in 4 months after planting and the dosage is 206 gram urea, 319 gram rock phosphate, 250 gram Muriate of Potash respectively.
Lime or dolomite has to be applied in acid soils two weeks ahead of fertilizer application. Organic manure @ 10 kg/plant is recommended at planting time.",Asked about the nutrient management of banana.,Agriculture Mechanization,,HORTICULTURE,KERALA,17,11,2024,Agriculture Mechanization,1.0,True
LALAM,Plantation Crops,2024-11-20 11:04:36.780,Cocoa,KOTTAYAM,3058554,The pits are then refilled with topsoil and 15-20 kg of compost or FYM to ground level.,Asked about the fertilizer requirement in cocoa.,Nutrient Management,,HORTICULTURE,KERALA,20,11,2024,Nutrient Management,1.0,True
LALAM,Plantation Crops,2024-11-21 10:58:02.447,Coconut,KOTTAYAM,3065213,Recommended to use Imidachloprid 1ml/l of water,Asked about insecticide for Rhinocerous beetle in coconut,Plant Protection,,HORTICULTURE,KERALA,21,11,2024,Plant Protection,1.0,True
KADUTHURUTHY,Cereals,2024-11-28 12:11:40.297,Paddy (Dhan),KOTTAYAM,3112979,Soak the seeds in pseudomonas (10g/L water /Kg seed) for 12-16 hours,Asked about wet seed treatment in rice,Cultural Practices,,AGRICULTURE,KERALA,28,11,2024,Cultural Practices,0.9155616339855668,True
0   ,Fruits,2024-11-28 19:24:59.320,Banana,KOTTAYAM,3113010,"Suggested contact number of kvk,kottayam : 6238092782
Banana Research Station,Peechi Rd, Kannara,Thrissur : 0487 269 9087","Asked contact number of kvk,kottayam",Nutrient Management,,HORTICULTURE,KERALA,28,11,2024,Nutrient Management,0.4581250794491478,False
AMBALAPPUZHA,Flowers,2024-11-05 13:34:28.687,Rose,ALAPPUZHA,2951583,Suggested that you can use neem oil garlic emulsion (20ml neem oil in 1 liters of water),Asked about management of whitefly in rose,Organic Farming,,HORTICULTURE,KERALA,5,11,2024,Organic Farming,1.0,True
PATTANAKKAD,Others,2024-11-08 17:01:06.377,Others,ALAPPUZHA,2974938,Suggested to apply sampoorna fertilizer 7days afer the application of Insecticide.,Asked about the application of organic manure.,Organic Farming,,AGRICULTURE,KERALA,8,11,2024,Organic Farming,0.911377238317518,True
MAVELIKKARA,Others,2024-11-14 17:15:52.207,Others,ALAPPUZHA,3017739,Water Quality Testing Alappuzha - 8547638119,Asked contact of Water Quality Testing lab,Cultural Practices,,AGRICULTURE,KERALA,14,11,2024,Cultural Practices,0.5063538018085377,True
PATTANAKKAD,Condiments and Spices,2024-11-29 16:17:29.563,Pepper,ALAPPUZHA,3120796,Apply Manganese Sulphate (5 gram /liter of water) as foliar spray.,Asked about the management of Manganese deficiency in Pepper.,Nutrient Management,,HORTICULTURE,KERALA,29,11,2024,Nutrient Management,0.7143167317807753,True
MANKADA,Plantation Crops,2024-11-07 09:14:24.283,Coconut,MALAPPURAM,2965028,"Weather forecast for district, Malappuram,  block- Perinthalmanna. There is no chance for rainfall today and upcoming days. Today's maximum temperature is 38°C and minimum temperature is 26°C.Wind is expected to run at 5km/hr. Schedule fertilizer application as per weather forecaste",Farmer asked query on Weather,Nutrient Management,,HORTICULTURE,KERALA,7,11,2024,Nutrient Management,0.9424560430458728,True
PERINTHALMANNA,Condiments and Spices,2024-11-22 18:12:08.693,Pepper,MALAPPURAM,3071742,Spray Potassium phosphonate 40 SC (Akomin) (4ml/L) OR Metalaxyl 4%+Manconzeb 64% WP (Ridomil gold) 3g/L in black pepper,Asked about management of foot rot in black pepper,Plant Protection,,HORTICULTURE,KERALA,22,11,2024,Plant Protection,0.8441706398514444,True
CHOWANNUR,Plantation Crops,2024-11-08 10:14:18.060,Coconut,THRISSUR,2971022,Suggested to apply micronutrient 250 gram per plant,Asked about management of micronutrient deficiency in coconut,Nutrient Management,,HORTICULTURE,KERALA,8,11,2024,Nutrient Management,0.8695050212056482,True
ANTHIKKAD,Plantation Crops,2024-11-09 15:43:08.923,Arecanut,THRISSUR,2981941,Suggested to apply lime 100 gram per tree for arecanut,Asked about application of lime in arecanut,Nutrient Management,,HORTICULTURE,KERALA,9,11,2024,Nutrient Management,0.789819215623879,True
PUZHAKKAL,Cereals,2024-11-09 19:36:05.083,Paddy (Dhan),THRISSUR,2984000,Suggested to contact  krishibhavan and follow their instruction,Asked about dosage of loyant herbicide,Weed Management,,AGRICULTURE,KERALA,9,11,2024,Weed Management,1.0,True
CHALAKKUDY,Fruits,2024-11-10 16:44:47.117,Banana,THRISSUR,2989799,Suggested to drench soil with hexaconazole 5EC 1 ml per liter of water.,Asked about management of fusarium wilt in banana,Plant Protection,,HORTICULTURE,KERALA,10,11,2024,Plant Protection,1.0,True
OLLUKKARA,Plantation Crops,2024-11-11 12:48:05.900,Coconut,THRISSUR,2994727,Suggested to apply coconut mix NPK fertilizer 2.5 kg per tree,Asked about fertilizer requirement of  coconut,Nutrient Management,,HORTICULTURE,KERALA,11,11,2024,Nutrient Management,0.8890976036409726,True
MALA,Cereals,2024-11-14 09:22:42.840,Paddy (Dhan),THRISSUR,3014035,"To manage iron toxicity in rice ,spray potassium nitrate 5 gram per liter of water,",Asked about management of fe toxicity in rice,Nutrient Management,,AGRICULTURE,KERALA,14,11,2024,Nutrient Management,0.6173256654603647,True
0   ,Plantation Crops,2024-11-19 12:59:58.200,Coconut,THRISSUR,3051464,Suggested to apply Borax 100g Per plant.,Asked about the management of Boron deficiency in Coconut.,Nutrient Management,,HORTICULTURE,KERALA,19,11,2024,Nutrient Management,1.0,True
CHALAKKUDY,Flowers,2024-11-21 21:11:16.010,Jasmine,THRISSUR,3065182,"In jasmine, increase number of shoots would increase the yield. To increase number of branches, pruning is needed. Pruning should be done at a height of 45 cm from the ground level during December-January.

The recommended fertilizers are applied in two split doses during January and July.

Application of organic manures like neem cake, groundnut oil cake etc. @ 100 gram per plant per month is highly beneficial.

Constant and adequate water supply during peak flowering season (March-October) is essential for high yield of flowers. After flowering is over, water supply can be cut off. During summer, irrigate twice a week.",Asked about the Jasmine-Inter cultivation,Seeds and Planting Material,,HORTICULTURE,KERALA,21,11,2024,Seeds and Planting Material,0.9477068636568994,True
PAZHAYANNUR,Animal,2024-11-25 10:25:54.237,"Bovine(Cow,Buffalo)",THRISSUR,3090620,Suggested to contact  animal husbandry 0471 2303683,Asked about animal husbandry contact number,Cattle shed Planning and Management,,ANIMAL HUSBANDRY,KERALA,25,11,2024,Cattle shed Planning and Management,0.38332023846271746,False
KODAKARA,Condiments and Spices,2024-11-28 10:40:37.517,Clove,THRISSUR,3112992,Incomplete call,Incomplete call,Cultural Practices,,HORTICULTURE,KERALA,28,11,2024,Cultural Practices,0.0,False
0   ,Plantation Crops,2024-11-28 16:08:33.210,Coconut,THRISSUR,3112982,"Burn all diseased tissues removed from the palm. Pouring Mancozeb solution (5 gram /300 ml of water) coupled with placing of small perforated sachets (2 no) containing 3-4 gram Mancozeb 75 WP in the inner most leaf axils is found to be effective. When it rains, a small quantity of the fungicide is released from the sachets to the leaf base, thus protecting the palm.",Asked about the management of Bud rot in Coconut.,Plant Protection,,HORTICULTURE,KERALA,28,11,2024,Plant Protection,1.0,True
THODUPUZHA,Sugar and Starch Crops,2024-11-08 19:27:18.057,Tapioca (Cassava),IDUKKI,2975570,"Soil Testing Laboratory, Muthalakkodam, Thodupuzha, Idukki - 04862282262",Asked about the contact details of soil testing lab.,Soil Testing,,AGRICULTURE,KERALA,8,11,2024,Soil Testing,0.6407160341662137,True
IDUKKI,Vegetables,2024-11-09 10:02:18.257,Cowpea (Vegetable),IDUKKI,2977906,Suggested to spray chloropyriphos 1ml/L.,Asked about the management of Ant in Cowpea.,Plant Protection,,HORTICULTURE,KERALA,9,11,2024,Plant Protection,1.0,True
IDUKKI,Fruits,2024-11-09 10:53:13.167,Lemon,IDUKKI,2978630,Suggested to spray Mancozeb 75 WP (2 gram/litre of water).,Asked about the management of Anthracnose in lemon,Plant Protection,,HORTICULTURE,KERALA,9,11,2024,Plant Protection,1.0,True
KATTAPPANA,Plantation Crops,2024-11-25 17:26:05.153,Coconut,IDUKKI,3090595,"Apply 100g borax and 500g magnesium sulphate per palm in one week time gap. In case of eriphyid mite infestation, spray nimbecidin (5ml/L)",Asked about management of boron deficiency in coconut,Nutrient Management,,HORTICULTURE,KERALA,25,11,2024,Nutrient Management,1.0,True
THODUPUZHA,Vegetables,2024-11-28 07:04:58.497,Cabbage,IDUKKI,3112960,Spray Wettable sulphur 80 WP (2 gram/litre of water). You can also spray potassium silicate for improving disease - pest resistance in plants @ 1% concentration.,Asked about management of powdery mildew in cool season vegetables,Plant Protection,,HORTICULTURE,KERALA,28,11,2024,Plant Protection,1.0,True
